ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2418713-20211116,2811373,400227,1,"ESCAPE ARTISTRY, LLC",ESCAPE ARTISTRY,1579 N MILWAUKEE AVE  350,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,2418713,RENEW,,09/15/2021,10/08/2021,N,11/16/2021,11/15/2023,10/27/2021,10/28/2021,AAI,,33,41.910290872,-87.677095616,"(41.91029087228805, -87.67709561612338)"
1802677-20140516,2317751,294753,1,FULTON PEORIA PARTNERS LLC,EMPORIUM FULTON MARKET,845 W FULTON MARKET,CHICAGO,IL,60607,27,1,12,1050,Public Place of Amusement,1802677,RENEW,,03/15/2014,05/01/2014,N,05/16/2014,05/15/2016,05/01/2014,05/01/2014,AAI,,,41.886665089,-87.649255132,"(41.8866650892547, -87.64925513167934)"
2590017-20200716,2732093,426678,1,"1540 N. MILWAUKEE, LLC",DSTRKT BAR & GRILL,1540 N MILWAUKEE AVE LL-1,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,2590017,RENEW,,05/15/2020,07/08/2020,N,07/16/2020,07/15/2022,08/05/2020,08/06/2020,AAI,,33,41.909420031,-87.676195083,"(41.909420030729095, -87.67619508256817)"
2626222-20230716,2907891,63878,103,THE UNIVERSITY OF CHICAGO,GREEN LINE PERFORMING ARTS CENTER,323-329 E GARFIELD BLVD 1,CHICAGO,IL,60637,3,8,2,1050,Public Place of Amusement,2626222,RENEW,,05/15/2023,06/30/2023,N,07/16/2023,07/15/2025,07/14/2023,07/20/2023,AAI,,,41.794329106,-87.618291439,"(41.794329105990776, -87.61829143863345)"
25027-20131016,2279831,10215,1,RAMINOV SHOW INC,DI DI RAMINOV SHOW INC,6218 W BELMONT AVE,CHICAGO,IL,60634,30,41,16,1472,Music and Dance,25027,RENEW,,08/15/2013,10/07/2013,N,10/16/2013,10/15/2015,10/07/2013,10/08/2013,AAI,,,41.938485483,-87.781876314,"(41.93848548281483, -87.7818763141497)"
2428957-20160928,2428957,401763,1,"6-M HOSPITALITY GROUP, LLC",2 TWENTY 2 TAVERN,222 S WABASH AVE 1,CHICAGO,IL,60604,34,33,1,1050,Public Place of Amusement,2428957,ISSUE,10/08/2015,01/19/2016,01/19/2016,Y,09/28/2016,10/15/2018,09/28/2016,09/28/2016,AAI,,1,41.878949977,-87.626252117,"(41.87894997697085, -87.62625211734857)"
15638-20131016,2279776,6746,1,"POLYNESIAN VILLAGE, INC",POLYNESIAN VILLAGE,6845 W ADDISON ST,CHICAGO,IL,60634,38,13,16,1050,Public Place of Amusement,15638,RENEW,,08/15/2013,09/19/2013,N,10/16/2013,10/15/2015,09/25/2013,09/26/2013,AAI,,,41.945331865,-87.797802152,"(41.94533186509267, -87.79780215177259)"
1943101-20220316,2829102,330964,1,"TK CHICAGO LOOP, LLC",WILMA'S FAMOUS BBQ & TAVERN,17 N WABASH AVE 2,CHICAGO,IL,60602,34,42,1,1050,Public Place of Amusement,1943101,RENEW,,01/15/2022,03/11/2022,N,03/16/2022,03/15/2024,03/11/2022,03/14/2022,AAI,,,41.882481427,-87.626076827,"(41.88248142730001, -87.62607682690941)"
32804-20131116,2285116,9421,1,"THREE RINGS, INC.",THE MAP ROOM,1949 N HOYNE AVE 1ST,CHICAGO,IL,60647,32,4,14,1472,Music and Dance,32804,RENEW,,09/15/2013,10/12/2013,N,11/16/2013,11/15/2015,10/12/2013,10/15/2013,AAI,,33,41.917671432,-87.679947709,"(41.9176714320879, -87.67994770879857)"
2507013-20190616,2660123,36471,1,"ALLEN GRAHAM VAN HULLE ENTERPRISES, INC.",THE LUCKY HORSESHOE LOUNGE,3169 N HALSTED ST 1ST,CHICAGO,IL,60657,44,21,19,1050,Public Place of Amusement,2507013,RENEW,,04/15/2019,04/25/2019,N,06/16/2019,07/15/2021,05/22/2019,05/23/2019,AAI,,8,41.939876223,-87.649116442,"(41.9398762229962, -87.64911644222865)"
63185-20220916,2858252,62544,20,HYATT CORPORATION,HYATT REGENCY MCCORMICK PLACE HOTEL,2233 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,4,6,1,1050,Public Place of Amusement,63185,RENEW,,07/15/2022,08/19/2022,N,09/16/2022,09/15/2024,01/09/2024,01/09/2024,AAI,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2590017-20220716,2849431,426678,1,"1540 N. MILWAUKEE, LLC",DSTRKT BAR & GRILL,1540 N MILWAUKEE AVE LL-1,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,2590017,RENEW,,05/15/2022,06/27/2022,N,07/16/2022,07/15/2024,07/11/2022,07/12/2022,AAI,,33,41.909420031,-87.676195083,"(41.909420030729095, -87.67619508256817)"
1868392-20200916,2741463,322760,1,"MSG CHICAGO, LLC",CHICAGO THEATER,175 N STATE ST,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,1868392,RENEW,,07/15/2020,09/09/2020,N,09/16/2020,09/15/2022,12/08/2020,12/09/2020,AAI,,1,41.885237799,-87.627781834,"(41.885237799492714, -87.62778183447381)"
1766002-20180616,2591289,63395,2,ILLINOIS INSTITUTE OF TECHNOLOGY,ILLINOIS INST OF TECHNOLOGY,"3241 S FEDERAL ST 1ST, BSMT",CHICAGO,IL,60616,3,53,2,1050,Public Place of Amusement,1766002,RENEW,,04/15/2018,05/08/2018,N,06/16/2018,06/15/2020,05/08/2018,05/09/2018,AAI,,,41.835100346,-87.628761252,"(41.835100345951005, -87.62876125242913)"
2411380-20231116,2932430,399344,1,"AUDIOLEAF LINCOLN OPERATING I, LLC",LINCOLN HALL,2424-2426 N LINCOLN AVE 1ST & 2ND,CHICAGO,IL,60614,43,56,19,1050,Public Place of Amusement,2411380,RENEW,,09/15/2023,10/03/2023,N,11/16/2023,11/15/2025,12/01/2023,12/04/2023,AAI,,35,41.925937922,-87.649664585,"(41.92593792180545, -87.64966458497088)"
2404805-20191116,2693019,398781,1,PACIFIC THEATRES EXHIBITION CORP.,ARCLIGHTS CINEMAS,1500 N CLYBOURN AVE 1,CHICAGO,IL,60610,27,37,18,1050,Public Place of Amusement,2404805,RENEW,,09/15/2019,10/04/2019,N,11/16/2019,11/15/2021,11/18/2019,02/03/2020,AAI,,,41.908560135,-87.646452686,"(41.90856013536843, -87.64645268572522)"
2003360-20130416,2294171,286271,1,1633 N. HALSTED STREET L.L.C.,BALENA,"1633 N HALSTED ST BSMT, 1ST, MEZZ, CAT",CHICAGO,IL,60614,2,5,18,1050,Public Place of Amusement,2003360,RENEW,,11/07/2013,12/03/2013,N,04/16/2013,04/15/2015,03/18/2014,06/10/2014,AAI,,,41.911908015,-87.648152722,"(41.91190801546852, -87.64815272224708)"
1822426-20150516,2387704,205657,1,PETTERINO'S LLC,PETTERINO'S / DO-RITE DONUTS,150 N DEARBORN ST,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,1822426,RENEW,,03/15/2015,04/09/2015,N,05/16/2015,05/15/2017,04/28/2015,04/29/2015,AAI,,,41.884508978,-87.629605631,"(41.884508977775795, -87.62960563075471)"
2027823-20170116,2499160,250611,1,"CASTELAN II, INC.",RESTAURANT EL RANCHITO,5959 W GRAND AVE,CHICAGO,IL,60639,36,7,25,1050,Public Place of Amusement,2027823,RENEW,,11/15/2016,01/12/2017,N,01/16/2017,01/15/2019,01/12/2017,02/15/2017,AAI,,,41.920426518,-87.775499002,"(41.92042651834003, -87.77549900214635)"
2094573-20150916,2414321,222849,2,"THE SIX GRANDS, CO.",SKYWAY BOWL,9915-9939 S TORRENCE AVE 1ST,CHICAGO,IL,60617,7,21,4,1050,Public Place of Amusement,2094573,RENEW,,07/15/2015,09/10/2015,N,09/16/2015,09/15/2017,09/10/2015,09/10/2015,AAI,,,41.71488534,-87.559621723,"(41.71488533977168, -87.55962172308115)"
2374414-20200216,2707537,379259,2,MASADA OF CHICAGO INC.,SULTAN'S MARKET / MASADA,2204-2206 N CALIFORNIA AVE,CHICAGO,IL,60647,1,10,14,1050,Public Place of Amusement,2374414,RENEW,,12/15/2019,03/02/2020,N,02/16/2020,02/15/2022,03/05/2020,03/06/2020,AAI,,,41.921843481,-87.697472069,"(41.921843480757985, -87.69747206860472)"
1799064-20191116,2692097,313337,1,"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES FORD CITY 14,7601 S CICERO AVE,CHICAGO,IL,60652,18,43,8,1050,Public Place of Amusement,1799064,RENEW,,09/15/2019,10/07/2019,N,11/16/2019,11/15/2021,11/12/2019,08/21/2020,AAI,,,41.754660124,-87.741384759,"(41.75466012439374, -87.74138475860521)"
2120186-20140816,2339366,366535,1,"CITY WINERY CHICAGO, LLC",CITY WINERY CHICAGO,1200-1212 W RANDOLPH ST 1ST & MEZZ,CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,2120186,RENEW,,06/15/2014,08/14/2014,N,08/16/2014,08/15/2016,08/14/2014,08/15/2014,AAI,,,41.884351914,-87.656787588,"(41.884351914473434, -87.656787588102)"
2501534-20201216,2756510,411963,1,PINEAPPLE RESTAURANT GROUP LLC,ATWOOD,1 W WASHINGTON ST 1,CHICAGO,IL,60602,34,9,1,1050,Public Place of Amusement,2501534,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,12/10/2020,12/11/2020,AAI,,1,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)"
4293-20171116,2556631,24872,1,"3420 BLUES CLUB, INC.",ROSA'S LOUNGE,3420 W ARMITAGE AVE 1ST #,CHICAGO,IL,60647,26,26,14,1472,Music and Dance,4293,RENEW,,09/15/2017,10/10/2017,N,11/16/2017,11/15/2019,10/10/2017,12/13/2017,AAI,,,41.917441624,-87.71279603,"(41.91744162429381, -87.7127960299228)"
2550194-20210516,2778763,378583,1,CONSTELLATION ARTS LLC,CONSTELLATION,3111-3117 N WESTERN AVE 1,CHICAGO,IL,60618,32,42,19,1050,Public Place of Amusement,2550194,RENEW,,03/15/2021,05/12/2021,N,05/16/2021,05/15/2023,05/12/2021,05/13/2021,AAI,,,41.937980454,-87.68774498,"(41.937980454137076, -87.68774498018773)"
2308300-20160816,2475208,387485,1,ZRD LLC,BUTCHER'S TAP,3553 N SOUTHPORT AVE 1 & 2,CHICAGO,IL,60657,44,11,19,1050,Public Place of Amusement,2308300,RENEW,,06/15/2016,07/28/2016,N,08/16/2016,08/15/2018,07/29/2016,08/01/2016,AAI,,27,41.946831641,-87.663861998,"(41.946831640926156, -87.66386199813489)"
2088382-20131016,2282502,360853,1,THE POETRY FOUNDATION,THE POETRY FOUNDATION,61 W SUPERIOR ST 1,CHICAGO,IL,60654,42,40,18,1050,Public Place of Amusement,2088382,RENEW,,08/15/2013,09/16/2013,N,10/16/2013,10/15/2015,09/16/2013,09/17/2013,AAI,,,41.895535093,-87.630530102,"(41.895535092823195, -87.63053010212764)"
35841-20130116,2199973,86135,1,"EL MEXICO MODERNO BALLROOM, INC.",EL MEXICO MODERN BALLROOM INC,1643-1647 N CICERO AVE 1 & 2 BANQU,CHICAGO,IL,60639,37,2,25,1050,Public Place of Amusement,35841,RENEW,,11/15/2012,01/29/2013,N,01/16/2013,01/15/2015,04/03/2014,04/04/2014,AAI,,,41.910931169,-87.74575021,"(41.91093116886587, -87.74575021004954)"
2354477-20181016,2618461,72858,1,E.T.A. CREATIVE ARTS FOUNDATION,E.T.A. CREATIVE ARTS FOUNDATION,7558 S SOUTH CHICAGO AVE 1,CHICAGO,IL,60619,8,12,4,1050,Public Place of Amusement,2354477,RENEW,,08/15/2018,02/15/2019,N,10/16/2018,10/15/2020,02/15/2019,03/05/2019,AAI,,,41.756893037,-87.593289241,"(41.756893037294304, -87.59328924117013)"
2189459-20190216,2640285,375962,1,CHSP TRS LAKESHORE LLC,W CHICAGO-LAKESHORE,644 N LAKE SHORE DR 1-32,CHICAGO,IL,60611,2,63,18,1050,Public Place of Amusement,2189459,RENEW,,12/15/2018,02/21/2019,N,02/16/2019,07/15/2021,02/21/2019,02/21/2019,AAI,,,41.893871348,-87.615274777,"(41.89387134779289, -87.61527477728374)"
2535450-20210816,2795377,415350,1,CEDAR PROPERTY LLC,VICEROY HOTEL,1118 N STATE ST 1-17,CHICAGO,IL,60610,2,60,18,1050,Public Place of Amusement,2535450,RENEW,,06/15/2021,08/16/2021,N,08/16/2021,08/15/2023,08/16/2021,08/18/2021,AAI,,,41.902311916,-87.628497381,"(41.902311915686454, -87.62849738136275)"
40423-20160316,2444356,85923,1,"ROCK BOTTOM OF MINNEAPOLIS, INC.",ROCK BOTTOM RESTAURANT & BREWERY,1 W GRAND AVE,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,40423,RENEW,,01/15/2016,01/26/2016,N,03/16/2016,03/15/2018,02/03/2016,02/04/2016,AAI,,,41.891559042,-87.628139375,"(41.8915590423211, -87.62813937546481)"
2373673-20230616,2904408,395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2373673,RENEW,,04/15/2023,05/09/2023,N,06/16/2023,06/15/2025,05/30/2023,05/31/2023,AAI,,,41.8818033,-87.624504274,"(41.881803300378394, -87.62450427385279)"
2627483-20230916,2922568,431866,1,"NOBU CHICAGO RESTAURANT, LLC",NOBU,854 W RANDOLPH ST,CHICAGO,IL,60607,27,45,12,1050,Public Place of Amusement,2627483,RENEW,,07/15/2023,08/15/2023,N,09/16/2023,09/15/2025,09/15/2023,09/15/2023,AAI,,,41.884479427,-87.649628547,"(41.8844794270512, -87.6496285473241)"
2134245-20200516,2721552,368785,1,MI YAMA L.L.C,PB&J PIZZA BEER & JUKEBOX,205-209 N PEORIA ST 1,CHICAGO,IL,60607,27,1,12,1050,Public Place of Amusement,2134245,RENEW,,03/15/2020,06/24/2020,N,05/16/2020,05/15/2022,06/24/2020,06/24/2020,AAI,,,41.885815039,-87.649667266,"(41.88581503908056, -87.64966726646823)"
4293-20211116,2809526,24872,1,"3420 BLUES CLUB, INC.",ROSA'S LOUNGE,3420 W ARMITAGE AVE 1ST #,CHICAGO,IL,60647,26,26,14,1472,Music and Dance,4293,RENEW,,09/15/2021,10/11/2021,N,11/16/2021,11/15/2023,10/11/2021,10/12/2021,AAI,,,41.917441624,-87.71279603,"(41.91744162429381, -87.7127960299228)"
2627483-20220716,2849665,431866,1,"NOBU CHICAGO RESTAURANT, LLC",NOBU,854 W RANDOLPH ST,CHICAGO,IL,60607,27,45,12,1050,Public Place of Amusement,2627483,RENEW,,05/15/2022,07/14/2022,N,07/16/2022,09/15/2023,07/25/2022,07/25/2022,AAI,,,41.884479427,-87.649628547,"(41.8844794270512, -87.6496285473241)"
2289959-20160316,2443472,102,5,"SHORTY O'TOOLE'S PUB, INC.",RENALDI'S PIZZA,2827 N BROADWAY  1,CHICAGO,IL,60657,44,18,19,1050,Public Place of Amusement,2289959,RENEW,,01/15/2016,03/03/2016,N,03/16/2016,02/15/2017,03/08/2016,03/09/2016,AAI,,8,41.933535705,-87.644542927,"(41.933535705306504, -87.64454292702328)"
2550075-20230816,2914305,243803,2,RAVEN THEATRE COMPANY,RAVEN THEATRE COMPANY,6157 N CLARK ST 1,CHICAGO,IL,60660,48,38,24,1050,Public Place of Amusement,2550075,RENEW,,06/15/2023,06/22/2023,N,08/16/2023,08/15/2025,08/02/2023,08/03/2023,AAI,,,41.994330438,-87.670000075,"(41.99433043833787, -87.67000007450335)"
2328452-20220216,2823540,4463,1,"BURTON PLACE, INC.",BURTON PLACE,1447 N WELLS ST,CHICAGO,IL,60610,2,54,18,1050,Public Place of Amusement,2328452,RENEW,,12/15/2021,02/07/2022,N,02/16/2022,02/15/2024,03/02/2022,03/03/2022,AAI,,48,41.909029736,-87.634496663,"(41.909029735838615, -87.63449666286718)"
2550141-20201016,2746039,85612,31,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,916 S WABASH AVE  2,CHICAGO,IL,60605,4,58,1,1050,Public Place of Amusement,2550141,RENEW,,08/15/2020,09/11/2020,N,10/16/2020,10/15/2022,10/21/2020,10/22/2020,AAI,,,41.870041685,-87.626041398,"(41.87004168511962, -87.62604139827279)"
2120389-20220216,2825795,366625,1,RIVER NORTH ITALIAN LLC,RPM ITALIAN,52 W ILLINOIS ST,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,2120389,RENEW,,12/15/2021,01/07/2022,N,02/16/2022,02/15/2024,01/13/2022,01/13/2022,AAI,,,41.89093553,-87.629971089,"(41.890935529568296, -87.62997108918054)"
1595177-20210916,2799470,282765,2,"THE BALLROOM, LLC",THE BALLROOM,6351-6359 S COTTAGE GROVE AVE 2,CHICAGO,IL,60637,20,5,3,1050,Public Place of Amusement,1595177,RENEW,,07/15/2021,08/30/2021,N,09/16/2021,09/15/2023,10/25/2021,10/26/2021,AAI,,,41.778912512,-87.605750719,"(41.77891251190159, -87.60575071895529)"
2522274-20230616,2904744,413350,1,ONEAL BARSIN INC.,JULIANA'S RESTAURANT,3001-3007 W PETERSON AVE,CHICAGO,IL,60659,50,29,20,1050,Public Place of Amusement,2522274,RENEW,,04/15/2023,06/23/2023,N,06/16/2023,06/15/2025,06/23/2023,06/23/2023,AAI,,,41.990304614,-87.704312836,"(41.99030461398915, -87.70431283600489)"
2589769-20220916,2861493,426533,1,VR IMMERSION LLC,VIRTUAL RUSH: CHICAGO,600 E GRAND AVE 1,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2589769,RENEW,,07/15/2022,07/21/2022,N,09/16/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)"
2177758-20141216,2360313,9936,1,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",712 E 83RD ST 1,CHICAGO,IL,60619,6,59,6,1050,Public Place of Amusement,2177758,RENEW,,10/15/2014,12/17/2014,N,12/16/2014,10/15/2016,12/17/2014,05/20/2015,AAI,,,41.744044803,-87.606889988,"(41.74404480254745, -87.60688998764581)"
38166-20240416,2953351,85290,1,"HABETLER BOWL, INC.",HABETLER BOWL INC,5242 -5250 N NORTHWEST HWY 1ST,CHICAGO,IL,60630,45,32,16,1050,Public Place of Amusement,38166,RENEW,,02/15/2024,02/15/2024,N,04/16/2024,04/15/2026,04/08/2024,04/09/2024,AAI,,,41.975662227,-87.769529288,"(41.97566222712531, -87.76952928845782)"
2574390-20210516,2779748,415622,2,"MEME JUICE PRODUCTIONS IL, LLC",THE LION THEATRE,182 N WABASH AVE 1 182,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,2574390,RENEW,,03/15/2021,05/12/2021,N,05/16/2021,05/15/2023,08/09/2021,08/10/2021,AAI,,1,41.885392917,-87.626413176,"(41.88539291665867, -87.62641317584792)"
1044532-20150916,2412817,3910,1,"ADMIRAL THEATRE, INC.",ADMIRAL THEATRE,3940 W LAWRENCE AVE 1ST,CHICAGO,IL,60625,33,12,17,1050,Public Place of Amusement,1044532,RENEW,,07/15/2015,10/16/2015,N,09/16/2015,09/15/2017,10/16/2015,10/22/2015,AAI,,,41.968359543,-87.727266537,"(41.968359543198794, -87.72726653660831)"
2708472-20240116,2942417,409233,1,"FAM ENTERTAINMENT THEATER COMPANY, NFP",FAM ENTERTAINMENT,3521 S DR MARTIN LUTHER KING JR DR 2 & 3,CHICAGO,IL,60653,4,19,2,1050,Public Place of Amusement,2708472,RENEW,,11/15/2023,01/11/2024,N,01/16/2024,01/15/2026,01/11/2024,01/11/2024,AAI,,,41.830385066,-87.616857061,"(41.83038506644945, -87.61685706100118)"
1616248-20150816,2406185,7003,1,"THE TOUCH OF EUROPE, INC.",RED,5415 W IRVING PARK RD 1ST,CHICAGO,IL,60641,30,52,16,1050,Public Place of Amusement,1616248,RENEW,,06/15/2015,08/12/2015,N,08/16/2015,08/15/2017,08/12/2015,08/13/2015,AAI,,,41.953123995,-87.762731903,"(41.95312399463296, -87.76273190250066)"
2177843-20150305,2177843,374411,1,HEARTLAND CAFE LLC,HEARTLAND CAFE,7000 N GLENWOOD AVE 1,CHICAGO,IL,60626,49,31,24,1050,Public Place of Amusement,2177843,ISSUE,07/26/2012,10/30/2013,11/05/2013,N,03/05/2015,03/15/2017,03/05/2015,03/05/2015,AAI,,24,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)"
13244-20131116,2286188,63046,2,IVERCREST INC,DIVERSEY-RIVER BOWL,2211 W DIVERSEY PKWY  1ST,CHICAGO,IL,60647,32,7,14,1050,Public Place of Amusement,13244,RENEW,,09/15/2013,10/18/2013,N,11/16/2013,11/15/2015,10/22/2013,10/23/2013,AAI,,,41.932109855,-87.683615852,"(41.93210985510181, -87.68361585249846)"
2026749-20181016,2619549,351813,1,"MASTRO'S RESTAURANTS, LLC",MASTRO'S STEAKHOUSE,520 N DEARBORN ST 1 & 2,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,2026749,RENEW,,08/15/2018,09/13/2018,N,10/16/2018,10/15/2020,09/13/2018,09/14/2018,AAI,,,41.891601285,-87.629796705,"(41.8916012847535, -87.62979670523087)"
8198-20140816,2335959,25819,1,"FOUR GEES ENTERPRISES, INC.",KOPA KABANA KLUB,3010-3018 W 26TH ST,CHICAGO,IL,60623,25,15,10,1050,Public Place of Amusement,8198,RENEW,,06/15/2014,08/11/2014,N,08/16/2014,08/15/2016,08/11/2014,08/12/2014,AAI,,25,41.844705474,-87.700667229,"(41.84470547378154, -87.70066722878852)"
38548-20211116,2809413,15642,1,SUBTERRANEAN LIMITED PART.,SUBTERRANEAN CAFE & CABARET,2011 W NORTH AVE # 1ST,CHICAGO,IL,60647,1,8,14,1472,Music and Dance,38548,RENEW,,09/15/2021,11/05/2021,N,11/16/2021,11/15/2023,11/05/2021,11/08/2021,AAI,,33,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)"
22866-20170316,2508236,86723,1,THE MUSEUM OF CONTEMPORARY ART,THE MUSEUM OF CONTEMPORARY ART,220 E CHICAGO AVE 1ST,CHICAGO,IL,60611,2,10,18,1050,Public Place of Amusement,22866,RENEW,,01/15/2017,03/27/2017,N,03/16/2017,03/15/2019,04/05/2019,04/05/2019,AAI,,,41.896876962,-87.621934031,"(41.89687696199614, -87.62193403116551)"
2304595-20220716,2848158,349225,1,"BOHICA BAR AND GRILL, INC.",ZOE'S PATIO,5518 S ARCHER AVE 1ST D,CHICAGO,IL,60638,23,34,8,1050,Public Place of Amusement,2304595,RENEW,,05/15/2022,06/16/2022,N,07/16/2022,07/15/2024,07/14/2022,07/15/2022,AAI,,,41.798126625,-87.747416514,"(41.79812662454975, -87.74741651396842)"
2293478-20180816,2603346,46344,2,"MICHAEL'S NEIGHBORHOOD PUB, INC.",FIREWATER SALOON,6689-6695 N OLIPHANT AVE,CHICAGO,IL,60631,41,5,16,1050,Public Place of Amusement,2293478,RENEW,,06/15/2018,04/23/2019,N,08/16/2018,07/15/2021,08/08/2018,08/08/2018,AAI,,,42.002412236,-87.816346038,"(42.002412235795916, -87.81634603832423)"
2762141-20230216,2885940,471723,1,Rivendell Theatre Ensemble,Rivendell Theatre Ensemble,5779-5781 N RIDGE AVE,CHICAGO,IL,60660,48,42,20,1050,Public Place of Amusement,2762141,RENEW,,12/15/2022,12/15/2022,N,02/16/2023,02/15/2025,01/27/2023,04/10/2023,AAI,,,41.987100915,-87.665513805,"(41.98710091514182, -87.66551380521494)"
37836-20150616,2393069,33518,1,4758 SO. PULASKI INC.,WATRA,4758 S PULASKI RD,CHICAGO,IL,60632,14,28,8,1472,Music and Dance,37836,RENEW,,04/15/2015,06/17/2015,N,06/16/2015,06/15/2017,06/17/2015,06/18/2015,AAI,,39,41.806128225,-87.723679092,"(41.80612822458801, -87.72367909230833)"
2036432-20201016,2747034,353500,1,"REGAL CINEMAS, INC.",REGAL CINEMAS CITY NORTH,2600 N WESTERN AVE 1ST AND MEZZANINE,CHICAGO,IL,60647,1,1,14,1050,Public Place of Amusement,2036432,RENEW,,08/15/2020,10/05/2020,N,10/16/2020,10/15/2022,10/05/2020,09/24/2021,AAI,,,41.92866979,-87.687922236,"(41.92866978990974, -87.68792223553898)"
1799070-20191116,2692099,313337,2,"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES RIVER EAST 21,322 E ILLINOIS ST 2 & 3,CHICAGO,IL,60611,2,26,18,1050,Public Place of Amusement,1799070,RENEW,,09/15/2019,10/09/2019,N,11/16/2019,11/15/2021,10/30/2019,08/21/2020,AAI,,,41.891133171,-87.619160207,"(41.891133170854566, -87.61916020704619)"
2767370-20230516,2899885,469630,1,STJ CHICAGO LLC,"PENDRY CHICAGO, HOTEL",224-230 N MICHIGAN AVE LL2-36,CHICAGO,IL,60601,42,42,1,1050,Public Place of Amusement,2767370,RENEW,,03/15/2023,04/24/2023,N,05/16/2023,05/15/2025,04/28/2023,04/28/2023,AAI,,,41.886374815,-87.624675436,"(41.88637481521078, -87.6246754356595)"
33839-20130316,2225765,4154,4,"MARRIOTT HOTEL SERVICES, LLC",CHICAGO DOWNTOWN MARRIOTT,540 N MICHIGAN AVE GRND #,CHICAGO,IL,60611,42,48,18,1050,Public Place of Amusement,33839,RENEW,,01/17/2013,02/27/2013,N,03/16/2013,03/15/2015,03/14/2013,03/28/2013,AAI,,,41.892140784,-87.624312784,"(41.892140783720365, -87.62431278442189)"
2026749-20201016,2747020,351813,1,"MASTRO'S RESTAURANTS, LLC",MASTRO'S STEAKHOUSE,520 N DEARBORN ST 1 & 2,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,2026749,RENEW,,08/15/2020,10/19/2020,N,10/16/2020,10/15/2022,12/10/2020,12/11/2020,AAI,,,41.891601285,-87.629796705,"(41.8916012847535, -87.62979670523087)"
1959400-20180316,2575747,14287,2,"HAMM FAMILY ENTERPRISES, INC.",LEFT FIELD,3700 N CLARK ST 1 AND 2,CHICAGO,IL,60613,44,32,19,1050,Public Place of Amusement,1959400,RENEW,,01/15/2018,03/09/2018,N,03/16/2018,07/15/2020,03/09/2018,03/16/2018,AAI,,17,41.949010883,-87.658142875,"(41.949010883298726, -87.65814287476813)"
1093273-20170516,2519097,86271,1,"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.",HARD ROCK CAFE,63 W ONTARIO ST 1ST,CHICAGO,IL,60610,42,22,18,1050,Public Place of Amusement,1093273,RENEW,,03/15/2017,03/28/2017,N,05/16/2017,05/15/2019,04/25/2017,04/26/2017,AAI,,,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)"
7066-20160616,2459936,62802,1,3740 NORTH CLARK CORP.,Gman Tavern,3740 N CLARK ST 1,CHICAGO,IL,60613,44,50,19,1050,Public Place of Amusement,7066,RENEW,,04/15/2016,06/02/2016,N,06/16/2016,06/15/2018,06/08/2016,06/09/2016,AAI,,17,41.950168494,-87.659078621,"(41.950168494180915, -87.6590786208923)"
